longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,y
-118.13,33.86,37,2259,425,1183,413,5.1805,201.6
-118.13,33.85,36,2110,416,1128,403,4.6019,208.4
-118.13,33.85,36,1885,391,1049,405,3.55,212.8
-118.13,33.84,46,2439,429,944,374,4.2841,312.4
-118.13,33.84,35,3008,674,1584,671,3.5465,213.2
-118.13,33.83,45,3087,574,1474,567,5.5196,227.6
-118.13,33.83,44,1710,333,786,344,4.2917,314.7
-118.13,33.82,44,1785,307,779,291,4.3056,228.6
-118.13,33.82,44,1619,280,815,284,5.5449,232.2
-118.13,33.82,37,1530,290,711,283,5.1795,225.4
-118.13,33.82,36,665,114,273,112,3.7321,223.7
-118.13,33.81,37,1228,237,572,242,4.325,223.9
-118.13,33.81,37,1013,199,493,183,4.7845,231.4
-118.13,33.81,36,1749,322,855,319,4.6473,227.1
-118.13,33.81,34,1903,343,928,349,5.395,241.9
-118.13,33.8,41,1509,325,821,314,4.0893,223
-118.13,33.8,36,1496,271,743,265,4.4312,226
-118.13,33.8,36,1026,182,505,176,4.3438,233.6
-118.13,33.79,45,2317,448,1057,428,4.375,234.8
-118.13,33.79,44,2153,375,947,364,5.0072,236.2
-118.13,33.79,36,1245,211,508,221,5.3441,480.6
-118.13,33.79,29,2937,524,1132,528,4.6133,500.001
-118.13,33.79,20,6678,1797,3625,1599,3.7716,242.9
-118.13,33.78,45,1016,172,361,163,7.5,434.5
-118.13,33.78,31,3039,739,1199,697,3.7232,500.001
-118.13,33.77,52,3697,691,1436,671,4.6852,395.2
-118.13,33.77,37,4365,926,1661,868,5.3046,360.7
-118.13,33.76,52,2216,526,940,530,4.5469,381
-118.13,33.76,46,2834,673,1175,670,4.7875,363.8
-118.13,33.76,44,1543,463,652,406,4.25,439.3
-118.14,34.72,15,2181,361,1057,300,4.625,118.1
-118.14,34.71,33,2347,461,1482,374,2.8194,93
-118.14,34.7,12,1984,614,1071,574,1.2532,102.1
-118.14,34.69,48,1379,327,696,304,2.1167,94.9
-118.14,34.69,35,2118,374,1108,360,3.4327,100.3
-118.14,34.68,33,2815,485,1447,489,4.2679,119.6
-118.14,34.68,31,2666,662,1337,602,2.4432,101.1
-118.14,34.68,25,1703,342,775,309,4.5455,126.5
-118.14,34.65,20,1257,201,551,186,4.6591,247.2
-118.14,34.57,6,9882,1892,4892,1621,3.7636,167.6
-118.14,34.2,39,2569,426,1282,432,5.0953,207.4
-118.14,34.19,49,1678,277,737,287,3.7222,237
-118.14,34.19,45,3595,619,1686,607,4.73,201
-118.14,34.18,50,1493,326,1000,323,3.3068,154.4
-118.14,34.18,47,3457,622,1700,579,3.5164,226.5
-118.14,34.17,52,2687,600,1716,544,2.7201,205.7
-118.14,34.17,40,1054,251,1056,276,2.3,146.7
-118.14,34.17,34,2384,604,2073,540,2.3062,158
-118.14,34.16,38,1843,565,1449,524,2.2174,215.4
-118.14,34.16,36,2973,807,2846,784,2.6217,156.3
-118.14,34.16,30,2598,757,2869,769,2.1377,142.3
-118.14,34.15,52,407,160,227,148,1.5156,187.5
-118.14,34.15,41,1256,407,855,383,1.9923,500.001
-118.14,34.15,17,1896,674,971,652,0.8438,175
-118.14,34.14,24,10239,2823,4210,2565,3.6997,225
-118.14,34.14,17,3404,1011,1694,949,2.9511,282.3
-118.14,34.13,49,4438,803,1650,741,5.1072,479.7
-118.14,34.13,16,3569,821,1505,783,4.9167,251.1
-118.14,34.11,52,2742,422,1153,414,8.1124,500.001
-118.14,34.1,52,4061,861,2290,790,2.8919,258.4
-118.14,34.1,27,4073,1013,2411,933,3.108,231
-118.14,34.09,38,1745,457,1547,460,2.85,219
-118.14,34.09,28,4164,1127,2934,1014,2.7483,218.8
-118.14,34.09,20,3447,1007,2622,934,2.918,208.7
-118.14,34.08,30,1433,397,1110,346,2.3464,191.7
-118.14,34.08,24,3988,1098,2909,1034,2.7036,170
-118.14,34.08,24,2999,786,2937,796,2.9405,217.8
-118.14,34.07,52,695,145,523,170,3.665,220.4
-118.14,34.06,39,2390,444,1246,422,3.7857,245.7
-118.14,34.05,39,1880,367,954,349,3.875,236.4
-118.14,34.05,25,5478,1136,3062,1096,3.4118,341.1
-118.14,34.04,37,1129,212,509,202,2.6146,243.2
-118.14,34.03,45,1569,359,1203,359,2.4612,180.5
-118.14,34.03,44,2003,390,1291,392,4.0625,201.1
-118.14,34.02,45,1307,283,967,254,2.75,178.3
-118.14,34.02,44,1715,460,1740,423,2.7019,153.3
-118.14,34.02,42,1384,458,1825,455,1.4178,145.5
-118.14,34.02,40,1912,502,2077,500,2.6,180.6
-118.14,34.01,42,1007,277,1060,268,3.0179,153.7
-118.14,34.01,36,702,210,834,216,2.25,162.5
-118.14,33.97,36,1407,385,1763,350,2.6364,150
-118.14,33.97,31,2064,612,2461,573,2.0524,160.8
-118.14,33.97,29,1846,530,2576,528,2.63,156
-118.14,33.96,38,590,139,620,132,2.1731,143.8
-118.14,33.96,34,2744,541,1333,503,4.0536,277.2
-118.14,33.95,44,1812,338,822,314,6.7744,294.1
-118.14,33.95,42,1413,228,630,219,6.8564,300
-118.14,33.95,37,1462,243,600,236,5.2015,302
-118.14,33.95,36,1942,355,891,348,3.6635,282.1
-118.14,33.94,35,2987,601,1561,606,4.0039,226.5
-118.14,33.94,31,2841,774,1612,708,2.9205,196.6
-118.14,33.93,31,3205,727,1647,664,3.3681,223.9
-118.14,33.92,31,3731,853,2313,801,3.2237,218.2
-118.14,33.91,37,932,171,578,175,4.375,177.6
-118.14,33.91,36,1096,204,569,201,4.475,182.3
-118.14,33.91,34,1766,410,974,404,3.0703,180.8
-118.14,33.91,32,1981,472,1371,431,3.1204,204.2
-118.14,33.9,39,1379,282,883,291,3.3375,180.1
-118.14,33.9,26,2145,471,1150,429,3.5972,225.8
-118.14,33.89,39,1744,339,1048,330,4.5735,195.5
-118.14,33.89,37,1159,238,740,243,4.9107,179.6
-118.14,33.89,33,1250,276,866,268,4.1708,175
-118.14,33.88,24,3305,982,2085,881,2.6641,168.2
-118.14,33.87,44,1661,315,985,319,4.3942,219.5
-118.14,33.87,44,1607,271,799,283,5.084,214.1
-118.14,33.87,21,6618,1773,4396,1649,3.0989,171.4
-118.14,33.86,44,1276,234,538,213,4.8667,218.3
-118.14,33.86,37,1404,257,652,258,4.2062,195.4
-118.14,33.86,36,1774,348,934,333,4.8571,203.3
-118.14,33.86,36,1703,325,845,308,5.0106,210.8
-118.14,33.84,45,1908,361,890,342,4.575,336
-118.14,33.84,44,3043,619,1316,607,4.4286,254.9
-118.14,33.84,43,2107,439,876,429,3.2024,339.4
-118.14,33.8,43,2506,531,1230,543,3.4211,203.9
-118.14,33.79,45,1519,263,681,267,4.6452,212.5
-118.14,33.79,44,2388,619,1461,592,3.1711,215.4
-118.14,33.79,23,2573,688,1478,604,3.4833,209.4
-118.14,33.78,44,2101,496,1038,500,3.108,217.9
-118.14,33.78,42,1898,488,940,483,3.4107,233.3
-118.14,33.77,52,2208,409,791,408,5.8408,500
-118.14,33.77,49,2792,690,1301,648,3.2917,307.4
-118.14,33.76,52,2677,642,1144,624,4.3889,378
-118.14,33.76,50,914,167,322,165,4.7361,418.8
-118.14,33.76,50,2960,761,1179,718,3.5214,398.1
-118.14,33.76,44,1633,536,741,513,3.385,408.3
-118.14,33.76,37,3242,698,1080,629,3.901,432.5
-118.14,33.75,39,1995,634,867,567,4.0795,400
-118.14,33.71,36,2484,525,792,446,5.1815,500.001
-118.15,35.04,29,1671,368,821,337,2.16,56.8
-118.15,34.71,36,1338,250,709,250,3.5625,101.4
-118.15,34.71,35,1503,309,842,300,2.5278,97.7
-118.15,34.7,36,2696,454,1192,452,3.9615,116.3
-118.15,34.69,32,1300,234,712,249,3.25,107.5
-118.15,34.67,5,12317,2953,6291,2654,3.5732,146.9
-118.15,34.59,33,2111,429,1067,397,3.7344,111.4
-118.15,34.21,34,2765,515,1422,438,5.4727,238.9
-118.15,34.2,52,1786,306,1018,322,4.1518,182.1
-118.15,34.2,37,1997,361,1037,363,3.7932,210.3
-118.15,34.19,47,1717,314,868,295,3.6094,160.7
-118.15,34.19,38,1750,411,1398,409,2.3967,163.1
-118.15,34.18,45,2612,664,3117,584,2.3029,148.8
-118.15,34.18,42,1521,320,1118,311,3.3125,154.9
-118.15,34.17,46,2553,558,1740,492,2.0278,127.5
-118.15,34.17,36,930,280,1024,300,1.0846,146.4
-118.15,34.16,52,1925,597,2258,594,1.6921,162.5
-118.15,34.16,38,2471,529,1661,441,2.2765,146.6
-118.15,34.16,20,2410,632,2135,578,1.6887,148.6
-118.15,34.16,18,1711,383,1474,415,1.2891,181.3
-118.15,34.15,52,275,123,273,111,1.1667,500.001
-118.15,34.15,49,806,199,698,172,2.3654,137.5
-118.15,34.14,52,403,117,361,105,1.625,187.5
-118.15,34.14,45,543,191,454,181,2.3,55
-118.15,34.14,27,1499,426,755,414,3.875,258.3
-118.15,34.13,50,2443,494,947,451,4.7344,314.7
-118.15,34.13,34,824,224,430,213,3.6389,215
-118.15,34.13,30,2763,520,1143,465,4.7298,500.001
-118.15,34.12,52,1518,344,725,296,3.4018,204.5
-118.15,34.12,49,1789,288,848,311,6.0199,500
-118.15,34.12,43,1810,427,742,429,3.8529,350
-118.15,34.12,36,6119,1513,2719,1402,3.8427,319.7
-118.15,34.11,52,2375,369,930,351,7.4111,469.1
-118.15,34.11,52,1746,330,704,306,3.7895,364.8
-118.15,34.11,52,1000,192,363,158,4.2981,352.8
-118.15,34.1,52,4325,823,1927,795,3.9485,419.1
-118.15,34.1,36,3514,818,2277,828,3.1211,229.3
-118.15,34.09,52,2203,430,1238,403,4.4306,225.8
-118.15,34.09,27,1935,460,1456,382,2.8062,192.8
-118.15,34.08,48,3697,816,2446,787,3.3988,199.2
-118.15,34.08,44,1053,251,941,256,3.125,205.6
-118.15,34.07,52,1983,344,887,331,3.2875,234.4
-118.15,34.07,44,1626,383,1063,334,2.4348,220.7
-118.15,34.06,28,3855,922,2517,874,3.505,204.3
-118.15,34.05,31,3362,799,1939,754,3.5089,305.8
-118.15,34.04,44,647,142,457,143,3.6875,162.5
-118.15,34.04,39,1099,263,787,269,3.7794,194.6
-118.15,34.04,33,818,195,664,198,2.1944,203.3
-118.15,34.03,44,603,207,588,218,2.0536,186.4
-118.15,34.03,43,2006,472,1687,463,1.7991,158.8
-118.15,34.02,42,2729,725,3004,722,2.3438,154.3
-118.15,34.02,37,2344,631,2195,610,2.7022,151.9
-118.15,34,32,3218,739,2368,730,3.1406,175.3
-118.15,33.98,37,1184,290,1320,276,2.3,165.6
-118.15,33.98,17,3361,925,3264,914,2.2813,145.6
-118.15,33.97,33,1903,469,1882,435,2.4071,170.5
-118.15,33.97,32,927,250,970,248,2.1591,181.5
-118.15,33.96,33,2418,485,1397,477,3.1083,285.5
-118.15,33.96,33,1471,451,2272,482,2.5385,160.9
-118.15,33.96,33,1201,340,1482,334,2.4821,150
-118.15,33.95,35,2753,702,1592,614,2.7875,209
-118.15,33.94,37,1594,321,1003,323,3.3289,199.7
-118.15,33.93,42,1839,346,1034,339,4.9808,212.3
-118.15,33.93,34,1745,404,1084,410,3.3411,220.5
-118.15,33.93,30,3096,628,1676,587,4.6583,207.3
-118.15,33.93,25,1948,433,1128,429,3.7614,255.9
-118.15,33.92,40,1335,281,804,282,4.3194,198.4
-118.15,33.92,36,1890,400,1232,386,4.375,184.2
-118.15,33.92,30,915,234,646,211,2.5208,182.8
-118.15,33.92,28,1038,252,912,245,2.5875,161.2
-118.15,33.91,38,901,205,760,208,2.9643,147.4
-118.15,33.91,35,574,116,610,147,3.3182,133.3
-118.15,33.91,35,1590,350,1299,335,4.0313,163.2
-118.15,33.91,25,2053,578,1721,507,2.3456,146.1
-118.15,33.9,20,2850,737,1855,662,2.809,144.6
-118.15,33.89,30,4426,995,4196,921,3.274,148.3
-118.15,33.88,24,4232,1092,2688,1035,2.52,146
-118.15,33.87,29,2690,659,1747,617,3.3713,198.2
-118.15,33.86,36,1578,312,827,311,4.8942,194.1
-118.15,33.86,34,2403,413,1385,386,4.4934,213.8
-118.15,33.86,32,2630,559,1069,491,2.4659,209
-118.15,33.85,36,1491,259,699,266,4.0781,217.3
-118.15,33.85,36,1435,249,606,234,4.1439,212.6
-118.15,33.85,30,4071,1067,2144,970,2.7268,218.1
-118.15,33.84,37,1508,252,635,241,3.75,221.3
-118.15,33.84,29,2448,354,894,349,7.6526,481.3
-118.15,33.8,44,1886,399,1167,372,3.1042,219.8
-118.15,33.79,5,3700,993,1657,848,3.7826,196.3
-118.15,33.79,25,4013,1097,2297,969,3.0453,185.9
-118.15,33.78,35,2768,752,1277,651,3.6193,250
-118.15,33.78,17,1584,435,904,406,2.0875,181.3
-118.15,33.78,13,3056,861,1600,824,3.3003,207.8
-118.15,33.78,12,4436,1133,2176,1002,3.5812,198.6
-118.15,33.77,41,3448,896,1621,838,4.5,339.8
-118.15,33.77,39,2428,634,1312,612,2.7212,266.3
-118.15,33.77,36,4366,1211,1912,1172,3.5292,361.8
-118.15,33.77,27,3043,787,1398,747,3.5528,271.1
-118.15,33.76,36,2916,785,1183,749,3.5985,500.001
-118.16,35.05,44,1297,307,776,278,2.5875,68.9
-118.16,34.71,27,6007,998,2680,882,4.1719,117.2
-118.16,34.7,33,2918,494,1365,478,4.8787,127.7
-118.16,34.68,9,4303,900,2240,861,3.7807,110.9
-118.16,34.68,17,2994,832,1571,695,2.5902,85.4
-118.16,34.6,5,7294,1139,3123,930,4.9904,154.1
-118.16,34.6,2,11008,1549,4098,1367,6.4865,204.4
-118.16,34.2,43,1810,343,988,307,3.8203,176
-118.16,34.19,44,2195,449,1377,417,3.5887,153.5
-118.16,34.19,42,2076,462,1641,436,2.2326,149.2
-118.16,34.19,40,1840,358,1218,347,4.25,177.9
-118.16,34.18,44,1870,389,1345,391,1.8932,136.1
-118.16,34.17,52,1193,228,703,221,3.1741,163.8
-118.16,34.17,46,1508,261,674,255,3.5909,155.4
-118.16,34.16,52,1576,239,696,249,6.07,261.8
-118.16,34.16,44,1284,278,925,261,1.7321,178.4
-118.16,34.16,43,1276,226,545,209,4.1518,230.7
-118.16,34.15,19,1721,290,571,278,6.6031,500.001
-118.16,34.15,17,821,163,229,164,7.3715,263
-118.16,34.14,41,3039,482,973,446,7.4817,500.001
-118.16,34.14,27,1551,254,816,233,8.2435,500.001
-118.16,34.12,38,2231,489,940,484,5.4165,435.1
-118.16,34.11,48,1091,236,632,234,3.7235,263.6
-118.16,34.09,52,1722,448,1122,425,3.1204,224
-118.16,34.09,50,1568,302,1093,333,3.1442,162.1
-118.16,34.09,36,3334,920,2881,800,2.1696,170.8
-118.16,34.08,43,1523,378,1338,352,3.2031,144.6
-118.16,34.07,41,247,55,925,50,3.5769,135.7
-118.16,34.06,25,4284,741,2163,701,6.1509,315.1
-118.16,34.04,45,332,70,302,60,3.1895,156.3
-118.16,34.04,38,1076,286,1535,323,2.7026,145
-118.16,34.04,22,2991,791,2486,754,1.5078,181.9
-118.16,34.04,11,852,215,806,202,1.3971,134.4
-118.16,34.03,45,894,231,925,222,2.6042,145
-118.16,34.03,41,1377,293,1142,272,3.1724,141.6
-118.16,34.02,44,1218,374,1175,342,1.9688,173.9
-118.16,34.02,42,814,216,773,208,2.5313,156.9
-118.16,34.02,41,1256,391,1511,381,1.7981,166
-118.16,34.02,35,1734,493,2053,508,2.1442,149.2
-118.16,34.02,34,1474,511,1962,501,1.8715,139.6
-118.16,34.01,40,1552,419,1919,427,2.2596,137.5
-118.16,34.01,37,690,261,952,255,1.6354,158.9
-118.16,34.01,36,931,246,732,235,1.7679,142.8
-118.16,34,37,1341,336,1233,306,3.6583,150.5
-118.16,33.98,33,1196,313,1448,320,2.9375,162.5
-118.16,33.97,39,1444,447,1890,416,2.1181,176.6
-118.16,33.97,32,1347,434,1756,438,1.9464,190.6
-118.16,33.97,31,1363,428,1897,364,2.3929,191.1
-118.16,33.97,30,2419,715,3208,719,2.1743,176
-118.16,33.97,13,221,63,286,64,1.9063,175
-118.16,33.94,32,2210,456,1270,484,4.7708,178.6
-118.16,33.94,25,5675,1224,3317,1119,3.9352,232.9
-118.16,33.94,25,3341,789,1685,751,3.6936,238.3
-118.16,33.93,35,757,151,474,132,3.7361,179.8
-118.16,33.92,44,1368,277,899,271,3.5938,161.3
-118.16,33.92,36,2062,351,1134,358,4.4881,218.9
-118.16,33.91,6,3445,847,2467,712,3.1507,144
-118.16,33.91,41,1806,408,1146,374,2.9643,162.2
-118.16,33.91,28,2922,739,3013,673,2.9531,127.1
-118.16,33.9,28,2410,616,2399,594,2.7339,156.7
-118.16,33.89,6,1655,536,1201,487,1.7344,145.8
-118.16,33.89,46,940,219,599,214,3.2813,190.9
-118.16,33.88,33,2180,522,1634,467,3.0114,167
-118.16,33.88,30,1694,398,1181,383,2.9779,169.5
-118.16,33.88,18,2287,662,1804,537,1.9903,170.3
-118.16,33.87,32,1854,471,1363,478,2.6406,156.7
-118.16,33.86,26,6607,1663,4066,1558,2.5068,156.3
-118.16,33.85,36,2668,473,1315,478,4.0714,215.6
-118.16,33.85,36,1979,339,952,339,4.0815,216.2
-118.16,33.84,36,2831,573,1462,569,3.8646,214.6
-118.16,33.84,36,2444,432,1199,424,4.1538,218.8
-118.16,33.84,36,2220,367,1002,351,5.0719,219.5
-118.16,33.84,36,1348,234,643,221,3.6447,211
-118.16,33.8,9,3564,835,1530,807,5.1806,175
-118.16,33.79,26,3061,844,2135,769,2.875,164
-118.16,33.79,25,5463,1265,3010,1179,3.233,199.1
-118.16,33.79,25,3742,1180,3916,1063,2.4,153.7
-118.16,33.78,52,3248,853,1819,815,3.1739,222.9
-118.16,33.78,39,4075,1085,2470,1025,2.3317,222.5
-118.16,33.78,33,2048,585,2074,597,2.0156,152.7
-118.16,33.78,29,3684,1301,3891,1143,1.6955,179.7
-118.16,33.78,15,4798,1374,3087,1212,2.127,163.3
-118.16,33.78,14,1709,558,1939,520,1.9808,139.1
-118.16,33.77,49,3382,787,1314,756,3.8125,382.1
-118.16,33.77,38,3235,769,1284,752,2.9384,304.1
-118.16,33.77,30,4439,1105,1749,1011,3.8984,306.3
-118.16,33.77,30,2800,757,1292,742,2.7614,272.2
-118.16,33.77,29,3078,786,1460,736,2.875,232.5
-118.16,33.72,29,2743,708,1059,651,3.625,500
-118.17,34.87,9,1507,293,761,278,3.0184,87.9
-118.17,34.86,21,2370,540,1488,554,2.7361,83.3
-118.17,34.68,13,5341,773,2288,724,6.6772,185.6
-118.17,34.67,5,8352,1555,3723,1389,4.5659,140.3
-118.17,34.66,9,1561,253,731,233,5.7049,173.2
-118.17,34.61,7,2465,336,978,332,7.1381,292.2
-118.17,34.19,45,1790,316,1035,312,4.0985,173.1
-118.17,34.18,38,1280,231,828,237,4.375,166.7
-118.17,34.14,45,2257,285,759,305,11.7894,500.001
-118.17,34.12,37,2246,481,995,459,4.2944,354.7
-118.17,34.12,35,2568,672,1696,605,2.9154,169.2
-118.17,34.12,30,3376,720,1990,725,3.7813,232
-118.17,34.11,26,4971,996,2370,932,4.9676,381.4
-118.17,34.1,48,2514,595,2484,601,3.1146,142.5
-118.17,34.1,37,299,89,318,92,1.3125,145.8
-118.17,34.1,25,4444,647,1922,652,8.058,477.3
-118.17,34.09,36,3066,797,3097,780,2.5523,156.5
-118.17,34.09,33,2907,797,3212,793,2.2348,146.6
-118.17,34.08,39,787,181,731,179,3.2279,158.5
-118.17,34.08,33,851,231,936,228,3.375,147.5
-118.17,34.07,19,2150,544,1510,467,3.4952,150
-118.17,34.06,44,1856,461,1853,452,2.5033,131.9
-118.17,34.06,43,464,116,416,120,2.475,142.6
-118.17,34.05,45,733,178,715,165,2.5962,124.1
-118.17,34.05,39,962,229,999,221,3.375,126
-118.17,34.05,35,1256,294,2990,302,3.1528,121.8
-118.17,34.04,46,705,167,655,149,3.5938,141.1
-118.17,34.04,45,911,238,1005,229,2.8167,114
-118.17,34.04,44,691,155,613,142,1.9667,133.9
-118.17,34.04,43,908,232,1005,224,1.75,134
-118.17,34.04,39,563,138,682,137,2.75,150
-118.17,34.04,38,385,102,402,95,1.625,129.7
-118.17,34.03,43,1636,506,1855,502,2.2902,152.4
-118.17,34.03,42,882,292,1248,281,2.761,120
-118.17,34.03,41,2099,530,2325,528,2.1979,140.8
-118.17,34.03,31,1014,252,1064,247,2.4167,125.5
-118.17,34.02,42,946,272,1191,261,2.45,132
-118.17,34.02,39,759,215,883,226,2.125,143.8
-118.17,34.02,34,760,219,968,202,1.7813,145
-118.17,34.02,33,346,103,488,107,1.8681,112.5
-118.17,34.01,36,1657,425,1689,418,2.7799,149.3
-118.17,34.01,30,1228,358,1603,323,3.0225,130.8
-118.17,33.98,41,756,195,873,212,2.7321,156
-118.17,33.98,41,428,111,585,139,3.1786,132.1
-118.17,33.98,27,1871,556,2542,581,2.8427,164.4
-118.17,33.97,33,2410,641,2106,593,2.2422,168.2
-118.17,33.97,31,3388,1059,3558,957,2.4049,159
-118.17,33.96,29,2913,787,3803,740,2.5556,146.5
-118.17,33.96,25,3297,1066,5027,1041,2.2817,164.2
-118.17,33.96,25,2249,681,2621,628,2.3,164.2
-118.17,33.95,23,1991,584,1380,535,1.9107,181.9
-118.17,33.94,17,1145,209,499,202,4.6389,165.5
-118.17,33.92,43,2099,398,1276,387,3.1528,166.8
-118.17,33.92,36,2447,503,1532,498,4.3667,171.8
-118.17,33.91,42,856,167,748,195,3.8,145.8
-118.17,33.91,39,1157,273,877,305,3.1087,171
-118.17,33.91,37,1499,288,1237,344,3.9333,162.3
-118.17,33.9,12,3653,993,3215,854,2.8681,114.2
-118.17,33.89,52,63,12,47,8,7.2423,350
-118.17,33.89,11,3605,880,3637,873,2.6328,160.7
-118.17,33.88,42,1645,371,1161,351,3.0893,162.7
-118.17,33.88,29,815,206,590,183,3.0052,166.7
-118.17,33.87,45,2110,494,1404,454,2.9803,165.9
-118.17,33.87,40,2462,587,1821,536,3.5646,162.6
-118.17,33.86,44,1701,396,1091,384,3.025,162.3
-118.17,33.86,40,1301,342,954,336,2.3804,158
-118.17,33.86,10,1664,508,1369,493,2.9886,175
-118.17,33.85,39,2247,526,1670,525,3.07,173
-118.17,33.85,37,3714,708,1956,694,4.2218,200.5
-118.17,33.84,45,1853,328,945,320,5.0787,219.2
-118.17,33.84,45,1533,331,791,335,3.4605,186.6
-118.17,33.84,29,4716,1372,2515,1272,2.726,208.7
-118.17,33.83,45,2019,363,880,339,4.1023,217.3
-118.17,33.83,45,1808,315,800,302,4.8693,277.7
-118.17,33.82,52,2539,497,1152,488,4.1354,268.2
-118.17,33.79,36,948,303,1042,301,1.55,100
-118.17,33.79,32,2171,672,3002,648,2.375,139.7
-118.17,33.79,28,1219,408,1816,348,1.7589,118.3
-118.17,33.78,44,2364,746,3184,672,1.918,147.5
-118.17,33.78,29,2920,962,3580,772,1.7393,140.2
-118.17,33.78,23,3768,1261,3940,1098,1.9647,186.2
-118.17,33.77,45,2508,797,1340,720,2.6786,191.1
-118.17,33.77,45,2151,643,1047,579,3.1149,218.8
-118.17,33.77,45,2143,697,1004,594,3.0153,220
-118.17,33.77,39,2953,878,1379,785,2.1378,180.4
-118.17,33.77,37,1127,327,492,331,2.675,241.7
-118.17,33.77,36,2933,881,2077,838,2.2538,181.3
-118.17,33.77,25,4405,1262,2178,1090,3.0503,225
-118.17,33.77,12,4409,1401,3068,1262,2.2808,154.7
-118.18,37.35,16,3806,794,1501,714,2.1212,108.3
-118.18,36.63,23,2311,487,1019,384,2.2574,104.7
-118.18,34.63,19,3562,606,1677,578,4.1573,228.1
-118.18,34.22,40,1983,298,853,271,5.9845,241.7
-118.18,34.2,44,1473,250,668,239,8.72,415.9
-118.18,34.19,48,1371,164,528,155,15.0001,500.001
-118.18,34.17,43,4269,591,1467,582,9.0702,500.001
-118.18,34.16,34,5012,746,1699,715,9.4987,500.001
-118.18,34.14,38,3039,487,1131,465,7.7116,360.9
-118.18,34.13,52,2228,475,1311,452,3.5341,182.1
-118.18,34.13,44,2734,415,1057,424,7.9213,477.8
-118.18,34.12,52,1081,311,904,283,1.9219,165.1
-118.18,34.12,45,2397,488,1569,471,4.21,167.9
-118.18,34.11,44,1346,398,1204,344,2.3984,152.2
-118.18,34.11,33,1523,391,753,298,2.6591,183.8
-118.18,34.1,8,1116,267,435,235,4.9231,230.9
-118.18,34.1,7,2529,689,1215,577,4.7853,153.1
-118.18,34.1,10,1940,445,763,412,4.975,166.7
-118.18,34.1,10,1907,398,921,369,4.875,200.4
-118.18,34.09,44,1688,426,1605,384,3.3785,184.9
-118.18,34.09,40,2744,708,2747,674,2.6226,148.8
-118.18,34.08,35,2226,602,2230,549,2.9167,129.3
-118.18,34.08,33,1369,408,1475,377,2.3281,151.9
-118.18,34.08,31,1318,311,1164,289,2.9939,135.5
-118.18,34.07,28,2616,630,2218,621,2.6842,156
-118.18,34.06,45,934,228,893,192,2.53,140.3
-118.18,34.06,33,278,71,266,56,0.8941,98.2
-118.18,34.06,27,2025,565,2189,577,2.6083,148.6
-118.18,34.05,41,616,196,814,180,3.3333,115.1
-118.18,34.05,41,389,102,455,107,2.7031,109.2
-118.18,34.05,38,3272,731,3299,726,2.8295,126.5
-118.18,34.04,44,1079,275,1249,249,3.0417,141.7
-118.18,34.04,36,1807,630,2118,669,1.55,129
-118.18,34.03,44,1629,420,1893,387,2.2991,137.5
-118.18,34.03,40,2631,698,2920,677,2.0764,145.6
-118.18,34.03,39,609,145,690,134,2.9167,145.8
-118.18,34.03,37,2115,580,2842,572,2.239,121.3
-118.18,34.02,37,2631,734,3228,701,2.15,132.2
-118.18,34.02,35,661,142,720,143,2.8977,142.5
-118.18,34.02,33,832,226,987,220,3.0972,125
-118.18,34.01,42,1845,497,2191,492,2.3462,127.3
-118.18,33.99,38,1010,315,1157,301,1.6341,161.8
-118.18,33.99,36,988,337,1508,351,2.4375,154.8
-118.18,33.99,35,1230,407,1512,364,2.152,170.8
-118.18,33.98,40,1698,431,1280,405,2.625,206.3
-118.18,33.98,36,903,266,1068,251,3.0398,165.4
-118.18,33.98,30,1735,573,2237,545,2.3444,156.1
-118.18,33.98,24,1880,642,2646,605,2.1836,162
-118.18,33.97,34,3214,899,3086,808,2.0057,189.4
-118.18,33.97,30,2887,866,2806,830,2.2122,169.4
-118.18,33.97,26,6895,1877,8551,1808,2.3175,154.5
-118.18,33.96,20,427,118,402,105,1.4167,137.5
-118.18,33.95,42,2608,610,2062,616,3.5341,167.5
-118.18,33.95,39,2121,579,1991,528,2.9094,152.2
-118.18,33.94,44,1337,245,968,240,3.4688,183.6
-118.18,33.94,43,2724,612,2340,570,2.7,165
-118.18,33.93,35,952,271,949,261,2.4297,147.2
-118.18,33.93,31,1516,400,1820,398,2.1641,122.9
-118.18,33.92,32,2035,519,2282,480,3.2734,136.4
-118.18,33.92,29,749,185,708,196,2.4583,136.9
-118.18,33.91,36,1138,238,878,224,2.0625,134.4
-118.18,33.9,32,778,227,933,209,2.7292,143.8
-118.18,33.9,25,1709,442,1177,410,2.4333,155
-118.18,33.89,25,5896,1464,4149,1362,2.6742,131.9
-118.18,33.88,47,882,185,536,174,4.625,163
-118.18,33.88,44,1308,267,783,237,4.7361,167.7
-118.18,33.88,42,2326,503,1832,501,3.1713,161
-118.18,33.87,44,2137,461,1126,439,3.4408,172.9
-118.18,33.87,44,1832,401,1056,405,4.0658,175.1
-118.18,33.87,38,2664,626,1627,604,3.7527,161.9
-118.18,33.86,39,2925,732,1702,642,2.375,160.8
-118.18,33.85,44,1890,465,1378,430,3.8819,143.2
-118.18,33.85,40,2597,582,1285,559,3.975,213.8
-118.18,33.85,38,3596,862,2416,832,3.6897,169.8
